,tot_debt_tot_equity_class,zacks_x_sector_desc,straddle_pnl,quarter_with_ticker
2263,low_debt/eq,Retail/Wholesale,-611.74,Q3 2021BBY
2264,low_debt/eq,Retail/Wholesale,222.83,Q4 2021BBY
2265,low_debt/eq,Retail/Wholesale,667.34,Q1 2022BBY
2266,low_debt/eq,Retail/Wholesale,496.99,Q2 2022BBY
2267,low_debt/eq,Retail/Wholesale,-417.67,Q3 2022BBY
2274,good debt/eq,Medical,569.7,Q1 2018BDX
2275,good debt/eq,Medical,365.62,Q2 2018BDX
2276,good debt/eq,Medical,368.42,Q3 2018BDX
2277,low_debt/eq,Medical,120.88,Q4 2018BDX
2278,low_debt/eq,Medical,546.78,Q1 2019BDX
2279,low_debt/eq,Medical,340.69,Q2 2019BDX
2280,low_debt/eq,Medical,-568.45,Q3 2019BDX
2281,low_debt/eq,Medical,-3400.66,Q4 2019BDX
2282,good debt/eq,Medical,416.67,Q1 2020BDX
2283,low_debt/eq,Medical,-1207.37,Q2 2020BDX
2284,low_debt/eq,Medical,374.19,Q3 2020BDX
2285,low_debt/eq,Medical,-436.46,Q2 2021BDX
2286,low_debt/eq,Medical,521.23,Q3 2021BDX
2289,low_debt/eq,Medical,96.32,Q2 2022BDX
2290,low_debt/eq,Medical,-372.88,Q3 2022BDX
2291,low_debt/eq,Medical,147.4,Q4 2022BDX
2328,high_debt/eq,Retail/Wholesale,137.25,Q3 2020BECN
2330,low_debt/eq,Retail/Wholesale,539.82,Q3 2021BECN
2374,high_debt/eq,Industrial Products,256.94,Q3 2020BERY
2376,high_debt/eq,Industrial Products,-87.21,Q3 2021BERY
2380,high_debt/eq,Industrial Products,53.03,Q3 2022BERY
2386,low_debt/eq,Basic Materials,-255.43,Q4 2017BG
2439,low_debt/eq,Medical,523.41,Q4 2017BIIB
2440,low_debt/eq,Medical,430.89,Q1 2018BIIB
2441,low_debt/eq,Medical,34.04,Q2 2018BIIB
2442,low_debt/eq,Medical,248.82,Q3 2018BIIB
2444,low_debt/eq,Medical,353.77,Q1 2019BIIB
2445,low_debt/eq,Medical,-205.73,Q2 2019BIIB
2446,low_debt/eq,Medical,-4175.32,Q3 2019BIIB
2447,low_debt/eq,Medical,477.86,Q4 2019BIIB
2448,low_debt/eq,Medical,-288.84,Q1 2020BIIB
2449,low_debt/eq,Medical,541.13,Q2 2020BIIB
2450,low_debt/eq,Medical,581.18,Q3 2020BIIB
2451,low_debt/eq,Medical,551.62,Q2 2021BIIB
2452,low_debt/eq,Medical,526.21,Q3 2021BIIB
2453,low_debt/eq,Medical,523.21,Q4 2021BIIB
2454,low_debt/eq,Medical,415.91,Q1 2022BIIB
2455,low_debt/eq,Medical,-543.35,Q2 2022BIIB
2456,low_debt/eq,Medical,371.13,Q3 2022BIIB
2457,low_debt/eq,Medical,-0.0,Q4 2022BIIB
2472,low_debt/eq,Computer and Technology,460.16,Q3 2022BILL
2478,good debt/eq,Finance,-988.97,Q4 2017BK
2479,good debt/eq,Finance,-816.33,Q1 2018BK
2480,good debt/eq,Finance,-558.82,Q2 2018BK
2481,good debt/eq,Finance,328.21,Q3 2018BK
2482,good debt/eq,Finance,363.86,Q4 2018BK
2483,good debt/eq,Finance,-1846.15,Q1 2019BK
2484,good debt/eq,Finance,243.98,Q2 2019BK
2485,good debt/eq,Finance,567.87,Q3 2019BK
2486,good debt/eq,Finance,-1172.41,Q4 2019BK
2487,good debt/eq,Finance,136.89,Q1 2020BK
2488,good debt/eq,Finance,-175.68,Q2 2020BK
2490,low_debt/eq,Finance,-880.0,Q4 2020BK
2491,low_debt/eq,Finance,500.0,Q2 2021BK
2492,low_debt/eq,Finance,525.25,Q3 2021BK
2494,good debt/eq,Finance,-127.66,Q1 2022BK
2503,low_debt/eq,Retail/Wholesale,-68.48,Q4 2017BKNG
2504,low_debt/eq,Retail/Wholesale,38.67,Q1 2018BKNG
2505,low_debt/eq,Retail/Wholesale,94.23,Q2 2018BKNG
2506,low_debt/eq,Retail/Wholesale,198.45,Q3 2018BKNG
2507,good debt/eq,Retail/Wholesale,-1125.44,Q4 2018BKNG
2511,high_debt/eq,Retail/Wholesale,587.0,Q4 2019BKNG
2516,high_debt/eq,Retail/Wholesale,671.2,Q3 2021BKNG
2517,high_debt/eq,Retail/Wholesale,-177.2,Q4 2021BKNG
2518,high_debt/eq,Retail/Wholesale,377.16,Q1 2022BKNG
2519,high_debt/eq,Retail/Wholesale,674.82,Q2 2022BKNG
2520,high_debt/eq,Retail/Wholesale,485.52,Q3 2022BKNG
2541,low_debt/eq,Oils/Energy,244.44,Q4 2021BKR
2544,low_debt/eq,Oils/Energy,-309.09,Q3 2022BKR
2582,high_debt/eq,Retail/Wholesale,433.73,Q4 2019BLDR
2598,good debt/eq,Finance,413.93,Q1 2018BLK
2600,low_debt/eq,Finance,-553.31,Q3 2018BLK
2601,low_debt/eq,Finance,-196.23,Q4 2018BLK
2602,low_debt/eq,Finance,-152.26,Q1 2019BLK
2604,low_debt/eq,Finance,70.31,Q3 2019BLK
2605,low_debt/eq,Finance,27.37,Q4 2019BLK
2608,low_debt/eq,Finance,-358.06,Q3 2020BLK
2609,low_debt/eq,Finance,-880.05,Q4 2020BLK
2610,low_debt/eq,Finance,-248.56,Q2 2021BLK
2611,low_debt/eq,Finance,-321.88,Q3 2021BLK
2613,low_debt/eq,Finance,587.89,Q1 2022BLK
2615,low_debt/eq,Finance,-272.96,Q3 2022BLK
2658,low_debt/eq,Medical,690.36,Q1 2018BMY
2659,low_debt/eq,Medical,343.01,Q2 2018BMY
2660,low_debt/eq,Medical,568.02,Q3 2018BMY
2661,low_debt/eq,Medical,376.62,Q4 2018BMY
2662,low_debt/eq,Medical,94.12,Q1 2019BMY
2663,high_debt/eq,Medical,-443.11,Q2 2019BMY
2664,good debt/eq,Medical,615.38,Q3 2019BMY
2665,low_debt/eq,Medical,191.07,Q4 2019BMY
2666,low_debt/eq,Medical,537.46,Q1 2020BMY
2667,low_debt/eq,Medical,545.32,Q2 2020BMY
2668,low_debt/eq,Medical,362.75,Q3 2020BMY
2669,good debt/eq,Medical,-23.75,Q2 2021BMY
2670,good debt/eq,Medical,92.9,Q3 2021BMY
2673,good debt/eq,Medical,421.69,Q2 2022BMY
2674,good debt/eq,Medical,216.22,Q3 2022BMY
2675,good debt/eq,Medical,134.83,Q4 2022BMY
2681,low_debt/eq,Retail/Wholesale,269.57,Q1 2018BOOT
2685,low_debt/eq,Retail/Wholesale,594.41,Q1 2019BOOT
2709,low_debt/eq,Medical,-196.97,Q3 2020BRBR
2715,low_debt/eq,Medical,-298.7,Q3 2022BRBR
2724,good debt/eq,Consumer Staples,585.66,Q2 2022BROS
2725,high_debt/eq,Consumer Staples,-534.48,Q3 2022BROS
2726,high_debt/eq,Consumer Staples,12.42,Q4 2022BROS
2733,high_debt/eq,Business Services,340.08,Q1 2022BRZE
2734,high_debt/eq,Business Services,-513.01,Q2 2022BRZE
2735,high_debt/eq,Business Services,485.58,Q3 2022BRZE
2741,low_debt/eq,Medical,584.82,Q4 2017BSX
2742,low_debt/eq,Medical,181.82,Q1 2018BSX
2743,low_debt/eq,Medical,221.28,Q2 2018BSX
2744,low_debt/eq,Medical,436.92,Q3 2018BSX
2746,low_debt/eq,Medical,448.39,Q1 2019BSX
2747,good debt/eq,Medical,591.77,Q2 2019BSX
2748,good debt/eq,Medical,-155.67,Q3 2019BSX
2749,low_debt/eq,Medical,514.02,Q4 2019BSX
2750,low_debt/eq,Medical,243.84,Q1 2020BSX
2751,low_debt/eq,Medical,142.86,Q2 2020BSX
2752,low_debt/eq,Medical,-331.38,Q3 2020BSX
2753,low_debt/eq,Medical,378.95,Q2 2021BSX
2754,low_debt/eq,Medical,392.03,Q3 2021BSX
2756,low_debt/eq,Medical,521.28,Q1 2022BSX
2757,low_debt/eq,Medical,-262.5,Q2 2022BSX
2758,low_debt/eq,Medical,346.67,Q3 2022BSX
2782,low_debt/eq,Oils/Energy,458.33,Q3 2022BTU
2783,low_debt/eq,Oils/Energy,-171.95,Q4 2022BTU
2789,high_debt/eq,Retail/Wholesale,-93.75,Q1 2018BURL
2790,high_debt/eq,Retail/Wholesale,645.41,Q2 2018BURL
2792,high_debt/eq,Retail/Wholesale,-894.37,Q4 2018BURL
2793,high_debt/eq,Retail/Wholesale,80.36,Q1 2019BURL
2794,high_debt/eq,Retail/Wholesale,-1677.08,Q2 2019BURL
2795,high_debt/eq,Retail/Wholesale,-130.88,Q3 2019BURL
2796,high_debt/eq,Retail/Wholesale,673.08,Q4 2019BURL
2797,high_debt/eq,Retail/Wholesale,403.69,Q1 2020BURL
2798,high_debt/eq,Retail/Wholesale,662.63,Q2 2020BURL
2799,high_debt/eq,Retail/Wholesale,389.31,Q3 2020BURL
2800,high_debt/eq,Retail/Wholesale,650.97,Q1 2021BURL
2801,high_debt/eq,Retail/Wholesale,-619.46,Q2 2021BURL
2802,high_debt/eq,Retail/Wholesale,-239.18,Q3 2021BURL
2803,high_debt/eq,Retail/Wholesale,-561.15,Q4 2021BURL
2804,high_debt/eq,Retail/Wholesale,316.79,Q1 2022BURL
2805,high_debt/eq,Retail/Wholesale,-124.1,Q2 2022BURL
2806,high_debt/eq,Retail/Wholesale,-904.07,Q3 2022BURL
2816,low_debt/eq,Auto/Tires/Trucks,414.29,Q4 2018BWA
2826,low_debt/eq,Auto/Tires/Trucks,-195.88,Q4 2021BWA
2858,good debt/eq,Finance,524.27,Q4 2017BX
2859,low_debt/eq,Finance,643.68,Q1 2018BX
2860,low_debt/eq,Finance,455.45,Q2 2018BX
2861,low_debt/eq,Finance,186.92,Q3 2018BX
2862,low_debt/eq,Finance,216.49,Q4 2018BX
2863,low_debt/eq,Finance,-1827.59,Q1 2019BX
2864,low_debt/eq,Finance,590.41,Q2 2019BX
2865,low_debt/eq,Finance,-544.62,Q3 2019BX
2866,low_debt/eq,Finance,231.34,Q4 2019BX
2867,low_debt/eq,Finance,25.69,Q1 2020BX
2868,low_debt/eq,Finance,295.7,Q2 2020BX
2869,low_debt/eq,Finance,4.94,Q3 2020BX
2870,low_debt/eq,Finance,151.65,Q4 2020BX
2871,low_debt/eq,Finance,-372.64,Q2 2021BX
2872,low_debt/eq,Finance,280.51,Q3 2021BX
2873,low_debt/eq,Finance,-542.91,Q4 2021BX
2874,low_debt/eq,Finance,-204.38,Q1 2022BX
2875,low_debt/eq,Finance,166.67,Q2 2022BX
2876,low_debt/eq,Finance,42.48,Q3 2022BX
2877,low_debt/eq,Finance,-232.98,Q4 2022BX
2932,low_debt/eq,Consumer Staples,175.57,Q2 2019BYND
2933,low_debt/eq,Consumer Staples,-340.11,Q3 2019BYND
2935,low_debt/eq,Consumer Staples,-956.25,Q1 2020BYND
2936,low_debt/eq,Consumer Staples,457.6,Q2 2020BYND
2937,low_debt/eq,Consumer Staples,-238.37,Q3 2020BYND
2939,high_debt/eq,Consumer Staples,-300.53,Q3 2021BYND
2941,high_debt/eq,Consumer Staples,587.2,Q1 2022BYND
2956,high_debt/eq,Finance,248.03,Q3 2019C
2957,high_debt/eq,Finance,162.22,Q4 2019C
2958,high_debt/eq,Finance,131.54,Q1 2020C
2959,high_debt/eq,Finance,307.25,Q2 2020C
2960,high_debt/eq,Finance,-332.44,Q3 2020C
2962,high_debt/eq,Finance,349.74,Q2 2021C
2963,high_debt/eq,Finance,553.24,Q3 2021C
2965,high_debt/eq,Finance,411.0,Q1 2022C
3012,good debt/eq,Consumer Staples,-2327.59,Q3 2018CAG
3016,good debt/eq,Consumer Staples,-1277.11,Q3 2019CAG
3017,good debt/eq,Consumer Staples,400.0,Q4 2019CAG
3018,good debt/eq,Consumer Staples,51.28,Q1 2020CAG
3019,good debt/eq,Consumer Staples,618.42,Q2 2020CAG
3020,good debt/eq,Consumer Staples,41.67,Q4 2020CAG
3021,good debt/eq,Consumer Staples,-360.66,Q2 2021CAG
3022,good debt/eq,Consumer Staples,677.42,Q3 2021CAG
3023,good debt/eq,Consumer Staples,586.21,Q4 2021CAG
3025,good debt/eq,Consumer Staples,-781.25,Q2 2022CAG
3026,good debt/eq,Consumer Staples,-17.54,Q3 2022CAG
3027,good debt/eq,Consumer Staples,420.29,Q4 2022CAG
3034,low_debt/eq,Basic Materials,416.67,Q2 2018CALM
3058,high_debt/eq,Transportation,-940.79,Q4 2019CAR
3064,low_debt/eq,Transportation,370.87,Q4 2021CAR
3065,low_debt/eq,Transportation,508.02,Q1 2022CAR
3066,low_debt/eq,Transportation,563.87,Q2 2022CAR
3067,low_debt/eq,Transportation,340.41,Q3 2022CAR
3068,low_debt/eq,Transportation,270.29,Q4 2022CAR
3087,high_debt/eq,Industrial Products,646.74,Q4 2017CAT
3088,high_debt/eq,Industrial Products,-465.55,Q1 2018CAT
3090,high_debt/eq,Industrial Products,-392.52,Q3 2018CAT
3092,high_debt/eq,Industrial Products,398.64,Q1 2019CAT
3093,high_debt/eq,Industrial Products,-100.88,Q2 2019CAT
3094,high_debt/eq,Industrial Products,543.86,Q3 2019CAT
3096,high_debt/eq,Industrial Products,387.57,Q1 2020CAT
3098,high_debt/eq,Industrial Products,224.43,Q3 2020CAT
3101,high_debt/eq,Industrial Products,-383.12,Q3 2021CAT
3103,high_debt/eq,Industrial Products,603.54,Q1 2022CAT
3104,high_debt/eq,Industrial Products,-188.56,Q2 2022CAT
3105,high_debt/eq,Industrial Products,-689.34,Q3 2022CAT
3106,high_debt/eq,Industrial Products,148.12,Q4 2022CAT
3162,low_debt/eq,Finance,603.96,Q4 2018CBRE
3181,high_debt/eq,Basic Materials,629.14,Q4 2017CC
3192,high_debt/eq,Basic Materials,372.45,Q3 2020CC
3196,high_debt/eq,Basic Materials,-1133.93,Q1 2022CC
3198,high_debt/eq,Basic Materials,533.33,Q3 2022CC
3218,good debt/eq,Finance,230.09,Q1 2018CCI
3219,good debt/eq,Finance,570.18,Q2 2018CCI
3220,good debt/eq,Finance,384.62,Q3 2018CCI
3222,good debt/eq,Finance,125.0,Q1 2019CCI
3223,high_debt/eq,Finance,72.99,Q2 2019CCI
3224,high_debt/eq,Finance,-158.54,Q3 2019CCI
3235,high_debt/eq,Finance,373.87,Q3 2022CCI
3243,high_debt/eq,Industrial Products,529.91,Q1 2018CCK
3244,high_debt/eq,Industrial Products,604.4,Q2 2018CCK
3245,high_debt/eq,Industrial Products,188.24,Q3 2018CCK
3247,high_debt/eq,Industrial Products,461.54,Q1 2019CCK
3248,high_debt/eq,Industrial Products,582.28,Q2 2019CCK
3249,high_debt/eq,Industrial Products,-930.0,Q3 2019CCK
3267,low_debt/eq,Consumer Discretionary,-257.43,Q2 2018CCL
3268,low_debt/eq,Consumer Discretionary,-901.79,Q3 2018CCL
3269,low_debt/eq,Consumer Discretionary,-772.73,Q4 2018CCL
3271,low_debt/eq,Consumer Discretionary,-437.5,Q2 2019CCL
3277,high_debt/eq,Consumer Discretionary,507.3,Q1 2021CCL
3319,low_debt/eq,Business Services,-2460.73,Q3 2019CDLX
3321,low_debt/eq,Business Services,161.2,Q1 2020CDLX
3353,low_debt/eq,Computer and Technology,-531.91,Q4 2022CDNS
3383,good debt/eq,Basic Materials,-254.14,Q1 2018CE
3384,low_debt/eq,Basic Materials,229.41,Q2 2018CE
3385,low_debt/eq,Basic Materials,426.61,Q3 2018CE
3409,low_debt/eq,Oils/Energy,685.71,Q4 2022CEG
3475,low_debt/eq,Basic Materials,453.65,Q4 2017CF
3476,low_debt/eq,Basic Materials,512.38,Q1 2018CF
3477,low_debt/eq,Basic Materials,-1833.33,Q2 2018CF
3478,low_debt/eq,Basic Materials,21.57,Q3 2018CF
3479,low_debt/eq,Basic Materials,593.48,Q4 2018CF
3480,low_debt/eq,Basic Materials,582.78,Q1 2019CF
3482,low_debt/eq,Basic Materials,204.55,Q3 2019CF
3483,low_debt/eq,Basic Materials,-168.34,Q4 2019CF
3484,low_debt/eq,Basic Materials,178.68,Q1 2020CF
3485,low_debt/eq,Basic Materials,537.31,Q2 2020CF
3487,low_debt/eq,Basic Materials,366.67,Q2 2021CF
3488,low_debt/eq,Basic Materials,605.04,Q3 2021CF
3489,low_debt/eq,Basic Materials,285.71,Q4 2021CF
3490,low_debt/eq,Basic Materials,516.45,Q1 2022CF
3491,low_debt/eq,Basic Materials,97.35,Q2 2022CF
3492,low_debt/eq,Basic Materials,576.16,Q4 2022CF
3498,low_debt/eq,Finance,35.71,Q1 2018CFG
3499,low_debt/eq,Finance,731.71,Q2 2018CFG
3500,low_debt/eq,Finance,-309.09,Q3 2018CFG
3501,low_debt/eq,Finance,774.19,Q4 2018CFG
3502,low_debt/eq,Finance,578.95,Q1 2019CFG
3503,low_debt/eq,Finance,-894.74,Q2 2019CFG
3504,low_debt/eq,Finance,605.26,Q3 2019CFG
3505,low_debt/eq,Finance,301.89,Q4 2019CFG
3507,low_debt/eq,Finance,850.0,Q2 2020CFG
3508,low_debt/eq,Finance,265.31,Q3 2020CFG
3512,low_debt/eq,Finance,419.05,Q4 2021CFG
3515,low_debt/eq,Finance,271.43,Q3 2022CFG
3516,low_debt/eq,Finance,0.0,Q4 2022CFG
3556,high_debt/eq,Computer and Technology,219.63,Q4 2017CGNX
3560,high_debt/eq,Computer and Technology,818.18,Q4 2018CGNX
3570,high_debt/eq,Computer and Technology,-190.72,Q4 2021CGNX
3574,high_debt/eq,Computer and Technology,-845.68,Q4 2022CGNX
3607,high_debt/eq,Auto/Tires/Trucks,-53.05,Q2 2021CHPT
3608,high_debt/eq,Auto/Tires/Trucks,571.62,Q3 2021CHPT
3644,high_debt/eq,Consumer Discretionary,-1637.98,Q4 2018CHTR
3645,high_debt/eq,Consumer Discretionary,604.06,Q1 2019CHTR
3652,high_debt/eq,Consumer Discretionary,-534.92,Q4 2020CHTR
3664,high_debt/eq,Consumer Staples,83.33,Q2 2019CHWY
3668,high_debt/eq,Consumer Staples,425.08,Q3 2020CHWY
3670,high_debt/eq,Consumer Staples,-240.75,Q2 2021CHWY
3672,high_debt/eq,Consumer Staples,-280.0,Q4 2021CHWY
3673,high_debt/eq,Consumer Staples,-609.0,Q1 2022CHWY
3674,high_debt/eq,Consumer Staples,369.02,Q2 2022CHWY
3704,low_debt/eq,Medical,498.47,Q4 2017CI
3705,low_debt/eq,Medical,594.57,Q1 2018CI
3706,low_debt/eq,Medical,-383.59,Q2 2018CI
3707,high_debt/eq,Medical,601.76,Q3 2018CI
3709,low_debt/eq,Medical,88.16,Q1 2019CI
3710,low_debt/eq,Medical,496.24,Q2 2019CI
3711,low_debt/eq,Medical,677.93,Q3 2019CI
3712,low_debt/eq,Medical,292.72,Q4 2019CI
3713,low_debt/eq,Medical,344.81,Q1 2020CI
3714,low_debt/eq,Medical,279.62,Q2 2020CI
3715,low_debt/eq,Medical,248.92,Q3 2020CI
3716,low_debt/eq,Medical,-3106.06,Q2 2021CI
3717,low_debt/eq,Medical,520.0,Q3 2021CI
3718,low_debt/eq,Medical,-408.82,Q4 2021CI
3720,low_debt/eq,Medical,358.61,Q2 2022CI
3721,low_debt/eq,Medical,598.51,Q3 2022CI
3727,low_debt/eq,Computer and Technology,49.25,Q4 2017CIEN
3728,low_debt/eq,Computer and Technology,471.65,Q1 2018CIEN
3729,low_debt/eq,Computer and Technology,-642.86,Q2 2018CIEN
3730,low_debt/eq,Computer and Technology,-54.79,Q3 2018CIEN
3731,low_debt/eq,Computer and Technology,379.04,Q4 2018CIEN
3732,low_debt/eq,Computer and Technology,-1956.11,Q1 2019CIEN
3733,low_debt/eq,Computer and Technology,672.51,Q2 2019CIEN
3734,low_debt/eq,Computer and Technology,-1100.45,Q3 2019CIEN
3735,low_debt/eq,Computer and Technology,519.04,Q4 2019CIEN
3736,low_debt/eq,Computer and Technology,460.18,Q1 2020CIEN
3737,low_debt/eq,Computer and Technology,-1873.96,Q2 2020CIEN
3738,low_debt/eq,Computer and Technology,704.23,Q3 2020CIEN
3739,low_debt/eq,Computer and Technology,-254.5,Q1 2021CIEN
3740,low_debt/eq,Computer and Technology,570.74,Q2 2021CIEN
3741,low_debt/eq,Computer and Technology,-627.22,Q3 2021CIEN
3743,low_debt/eq,Computer and Technology,740.54,Q1 2022CIEN
3794,high_debt/eq,Consumer Staples,133.49,Q1 2020CL
3821,high_debt/eq,Basic Materials,623.46,Q2 2021CLF
3827,low_debt/eq,Basic Materials,432.26,Q4 2022CLF
3878,high_debt/eq,Consumer Staples,-932.2,Q4 2017CLX
3879,high_debt/eq,Consumer Staples,443.11,Q1 2018CLX
3880,high_debt/eq,Consumer Staples,-539.53,Q2 2018CLX
3881,high_debt/eq,Consumer Staples,287.31,Q3 2018CLX
3883,high_debt/eq,Consumer Staples,-802.28,Q1 2019CLX
3884,high_debt/eq,Consumer Staples,77.21,Q2 2019CLX
3885,high_debt/eq,Consumer Staples,479.59,Q3 2019CLX
3886,high_debt/eq,Consumer Staples,-610.86,Q4 2019CLX
3890,high_debt/eq,Consumer Staples,-1218.75,Q2 2021CLX
3891,high_debt/eq,Consumer Staples,430.38,Q3 2021CLX
3893,high_debt/eq,Consumer Staples,417.04,Q1 2022CLX
3894,high_debt/eq,Consumer Staples,127.91,Q2 2022CLX
3895,high_debt/eq,Consumer Staples,-243.51,Q3 2022CLX
3908,low_debt/eq,Basic Materials,35.71,Q1 2020CMC
3909,low_debt/eq,Basic Materials,470.59,Q3 2020CMC
3910,low_debt/eq,Basic Materials,209.88,Q4 2020CMC
3911,low_debt/eq,Basic Materials,445.95,Q1 2021CMC
3912,low_debt/eq,Basic Materials,313.43,Q3 2021CMC
3914,low_debt/eq,Basic Materials,164.71,Q1 2022CMC
3920,low_debt/eq,Consumer Discretionary,376.58,Q4 2017CMCSA
3921,low_debt/eq,Consumer Discretionary,236.05,Q1 2018CMCSA
3922,low_debt/eq,Consumer Discretionary,-90.05,Q2 2018CMCSA
3923,good debt/eq,Consumer Discretionary,-274.58,Q3 2018CMCSA
3924,high_debt/eq,Consumer Discretionary,-287.63,Q4 2018CMCSA
3925,good debt/eq,Consumer Discretionary,229.01,Q1 2019CMCSA
3926,good debt/eq,Consumer Discretionary,605.26,Q2 2019CMCSA
3927,good debt/eq,Consumer Discretionary,503.31,Q3 2019CMCSA
3928,good debt/eq,Consumer Discretionary,-486.69,Q4 2019CMCSA
3929,good debt/eq,Consumer Discretionary,193.85,Q1 2020CMCSA
3930,good debt/eq,Consumer Discretionary,602.61,Q2 2020CMCSA
3931,good debt/eq,Consumer Discretionary,137.07,Q3 2020CMCSA
3932,good debt/eq,Consumer Discretionary,-417.94,Q4 2020CMCSA
3933,good debt/eq,Consumer Discretionary,680.74,Q2 2021CMCSA
3934,good debt/eq,Consumer Discretionary,480.83,Q3 2021CMCSA
3935,good debt/eq,Consumer Discretionary,619.47,Q4 2021CMCSA
3936,good debt/eq,Consumer Discretionary,-287.91,Q1 2022CMCSA
3937,good debt/eq,Consumer Discretionary,-1037.5,Q2 2022CMCSA
3938,good debt/eq,Consumer Discretionary,468.75,Q3 2022CMCSA
3939,good debt/eq,Consumer Discretionary,572.54,Q4 2022CMCSA
3944,low_debt/eq,Finance,-871.17,Q4 2017CME
3945,low_debt/eq,Finance,602.62,Q1 2018CME
3946,low_debt/eq,Finance,150.0,Q2 2018CME
3947,low_debt/eq,Finance,-18.87,Q3 2018CME
3948,low_debt/eq,Finance,435.9,Q4 2018CME
3949,low_debt/eq,Finance,-64.17,Q1 2019CME
3950,low_debt/eq,Finance,334.84,Q2 2019CME
3951,low_debt/eq,Finance,22.52,Q3 2019CME
3952,low_debt/eq,Finance,46.73,Q4 2019CME
3953,low_debt/eq,Finance,250.0,Q1 2020CME
3954,low_debt/eq,Finance,493.09,Q2 2020CME
3955,low_debt/eq,Finance,-1113.99,Q3 2020CME
3956,low_debt/eq,Finance,301.72,Q2 2021CME
3957,low_debt/eq,Finance,305.79,Q3 2021CME
3958,low_debt/eq,Finance,-150.88,Q4 2021CME
3959,low_debt/eq,Finance,-640.8,Q1 2022CME
3960,low_debt/eq,Finance,-324.82,Q2 2022CME
3961,low_debt/eq,Finance,370.79,Q3 2022CME
3962,low_debt/eq,Finance,-770.21,Q4 2022CME
3968,high_debt/eq,Retail/Wholesale,-479.12,Q4 2017CMG
3969,high_debt/eq,Retail/Wholesale,-2759.59,Q1 2018CMG
3972,high_debt/eq,Retail/Wholesale,-539.28,Q4 2018CMG
3973,high_debt/eq,Retail/Wholesale,374.4,Q1 2019CMG
3974,high_debt/eq,Retail/Wholesale,133.41,Q2 2019CMG
3975,high_debt/eq,Retail/Wholesale,243.65,Q3 2019CMG
3976,high_debt/eq,Retail/Wholesale,440.67,Q4 2019CMG
3977,high_debt/eq,Retail/Wholesale,-414.54,Q1 2020CMG
3978,high_debt/eq,Retail/Wholesale,164.39,Q2 2020CMG
3979,high_debt/eq,Retail/Wholesale,159.73,Q3 2020CMG
3980,high_debt/eq,Retail/Wholesale,-2035.8,Q2 2021CMG
3982,high_debt/eq,Retail/Wholesale,-10.36,Q4 2021CMG
3983,high_debt/eq,Retail/Wholesale,533.09,Q1 2022CMG
3984,high_debt/eq,Retail/Wholesale,-1169.89,Q2 2022CMG
3985,high_debt/eq,Retail/Wholesale,49.32,Q3 2022CMG
3986,high_debt/eq,Retail/Wholesale,126.62,Q4 2022CMG
3992,low_debt/eq,Auto/Tires/Trucks,330.77,Q4 2017CMI
3993,low_debt/eq,Auto/Tires/Trucks,67.86,Q1 2018CMI
3994,low_debt/eq,Auto/Tires/Trucks,28.57,Q2 2018CMI
3995,low_debt/eq,Auto/Tires/Trucks,318.18,Q3 2018CMI
3996,low_debt/eq,Auto/Tires/Trucks,629.77,Q4 2018CMI
3997,low_debt/eq,Auto/Tires/Trucks,428.02,Q1 2019CMI
3998,low_debt/eq,Auto/Tires/Trucks,-486.89,Q2 2019CMI
3999,low_debt/eq,Auto/Tires/Trucks,465.75,Q3 2019CMI
4000,low_debt/eq,Auto/Tires/Trucks,477.27,Q4 2019CMI
4001,low_debt/eq,Auto/Tires/Trucks,-502.13,Q1 2020CMI
4002,low_debt/eq,Auto/Tires/Trucks,161.68,Q2 2020CMI
4003,low_debt/eq,Auto/Tires/Trucks,431.32,Q3 2020CMI
4015,high_debt/eq,Basic Materials,142.86,Q4 2017CMP
4019,high_debt/eq,Basic Materials,495.24,Q4 2018CMP
4046,good debt/eq,Medical,506.25,Q4 2019CNC
4047,low_debt/eq,Medical,124.29,Q1 2020CNC
4048,low_debt/eq,Medical,-404.4,Q2 2020CNC
4049,low_debt/eq,Medical,396.17,Q3 2020CNC
4050,low_debt/eq,Medical,218.75,Q2 2021CNC
4051,low_debt/eq,Medical,214.29,Q3 2021CNC
4052,low_debt/eq,Medical,-148.35,Q4 2021CNC
4053,low_debt/eq,Medical,31.45,Q1 2022CNC
4054,low_debt/eq,Medical,322.78,Q2 2022CNC
4055,low_debt/eq,Medical,-1173.61,Q3 2022CNC
4056,low_debt/eq,Medical,391.67,Q4 2022CNC
4069,good debt/eq,Consumer Discretionary,-1212.96,Q4 2019CNK
4084,low_debt/eq,Business Services,147.06,Q2 2021CNM
4087,low_debt/eq,Business Services,289.16,Q1 2022CNM
4088,low_debt/eq,Business Services,375.0,Q2 2022CNM
4089,low_debt/eq,Business Services,367.09,Q3 2022CNM
4099,low_debt/eq,Finance,113.64,Q4 2018CNNE
4102,low_debt/eq,Finance,-3229.17,Q3 2019CNNE
4119,low_debt/eq,Business Services,94.02,Q4 2020CNXC
4122,low_debt/eq,Business Services,378.57,Q4 2021CNXC
4125,low_debt/eq,Business Services,620.44,Q4 2022CNXC
4129,good debt/eq,Finance,573.64,Q4 2017COF
4130,good debt/eq,Finance,-278.11,Q1 2018COF
4132,good debt/eq,Finance,281.29,Q3 2018COF
4133,good debt/eq,Finance,-425.36,Q4 2018COF
